"","X35078","X35079","X35080","X35081","X35082","X35083","X35084","X35085","X35086","X35087","X35088","X35089","X35092","X35093","X35094","X35096","X35097","X35098","X35099","X35106","X35108","X35110","X35112","X35117","X35122","X35127","X35132","X35136","X35140","X35144","X35148","X35152","X35157","X35162","X35167","X35171","X35176","X35181","X35186","X35191","X35196","X35201","X35205","X35211","X35215","X35222","X35225","X35229","X35233","X35237","X35253","X35257","X35261","X35268","X35272","X35276","X35280","X35284","X35288","X35291","X35294","X35297","X35302","X35305","X35306","X35307","X35308","X35310","X35448","X35454","X35460","X35578","X35586","X35590","X35595","X35596","X35600","X35683","X35689","X35695","X35962","X36009","X36013","X36019","X36121","X36128","X36136","X36151","X36158","X36165","X10","X11","X12","X19","X24","X29","X33","X40","X45","X50"
"X1962M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.700000000"," -6.900000000",NA," 15.500000000",NA,NA,NA,"181.414098095","  0.610445300"," -2.857142840",NA,NA,NA,NA,NA,NA,NA,"  0.000000000",NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.943396210","  0.000000000",NA,NA," -0.464906881",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.250000000",NA,NA,NA,NA,NA,NA,NA,"  7.144487644",NA," 99.497366955",NA,NA,NA,NA,"  0.000000000",NA,"  1.327573491",NA,NA," -5.840707965","  0.464501951","  0.467276753"," -0.002774803",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.70000000"," -6.90000000",NA," 15.50000000",NA,NA,NA,"181.41409810","  0.61214216","  0.98039215",NA,NA,NA,NA,NA,NA,NA,"  0.97087379",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.97087379",NA,NA," -0.33471679",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.26000000",NA,NA,NA,NA,NA,NA,NA,"  7.45336587",NA," 98.63397092",NA,NA,NA,NA,"  1.04166667",NA,"  0.18716856",NA,NA,"  4.32330827","  0.39790669","  0.47282636"," -0.07491967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1962M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.70000000"," -4.90000000",NA," 16.50000000",NA,NA,NA,"181.21173600","  0.61214216","  0.97087378",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.95238094","  0.00000000",NA,NA,"  1.01117559",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.21000000",NA,NA,NA,NA,NA,NA,NA,"  7.74881461",NA," 97.74216421",NA,NA,NA,NA," -3.09278351",NA," -2.40788791",NA,NA,"  3.96396396","  0.38057247","  0.41779635"," -0.03722388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8.7000000"," -5.9000000",NA," 14.5000000",NA,NA,NA,"181.2575443","  0.6119725","  3.8461539",NA,NA,NA,NA,NA,NA,NA,"  0.9615385",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.9433962","  0.9615385",NA,NA,"  0.1314767",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.2200000",NA,NA,NA,NA,NA,NA,NA,"  7.9905454",NA," 97.0340779",NA,NA,NA,NA,"  0.0000000",NA,"  0.9677762",NA,NA,"  3.1195841","  0.3521489","  0.4737902"," -0.1216413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8.70000000"," -3.90000000",NA," 14.50000000",NA,NA,NA,"181.25100028","  0.61180279","  2.77777779",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.86915888","  0.00000000",NA,NA,"  1.73128138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.25000000",NA,NA,NA,NA,NA,NA,NA,"  8.12484027",NA," 96.71511706",NA,NA,NA,NA,"  0.00000000",NA," -0.61091216",NA,NA,"  1.68067227","  0.36438169","  0.43798013"," -0.07359844",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.70000000"," -3.90000000",NA," 14.50000000",NA,NA,NA,"181.02296538","  0.61333436"," -0.90090092",NA,NA,NA,NA,NA,NA,NA," -0.95238096",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000"," -0.95238095",NA,NA,"  0.32639165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.20000000",NA,NA,NA,NA,NA,NA,NA,"  8.05769283",NA," 96.87139704",NA,NA,NA,NA,"  3.19148936",NA,"  1.84400170",NA,NA," -0.82644628","  0.42685250","  0.49247933"," -0.06562683",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.70000000"," -0.90000000",NA," 15.50000000",NA,NA,NA,"180.89258781","  0.61333436","  1.81818183",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.91743118","  0.00000000",NA,NA,"  0.71675363",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.16000000",NA,NA,NA,NA,NA,NA,NA,"  8.38000054",NA," 97.43414841",NA,NA,NA,NA,"  2.06185567",NA,"  2.81997919",NA,NA,"  4.00000000","  0.39988869","  0.48893836"," -0.08904967",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  2.70000000"," -1.90000000",NA," 16.50000000",NA,NA,NA,"180.97715705","  0.61282310"," -2.67857144",NA,NA,NA,NA,NA,NA,NA,"  0.96153847",NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.90909089","  0.96153846",NA,NA," -0.51285890",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.20000000",NA,NA,NA,NA,NA,NA,NA,"  8.68887877",NA," 98.22197970",NA,NA,NA,NA,"  0.00000000",NA,"  0.41493776",NA,NA,"  3.68589744","  0.44726551","  0.51096190"," -0.06369639",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.05000000",NA," -1.30000000","  2.10000000"," 23.70000000"," 17.50000000",NA,NA,NA,"181.20519195","  0.61180279","  2.75229359",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.91743118","  0.00000000",NA,NA,"  0.45307220",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.25000000",NA,NA,NA,NA,NA,"100.18600677",NA,"  8.78288519"," 99.58146161"," 99.05487043",NA,NA,NA,NA,"  2.02020202",NA,"  1.17919774",NA,NA,"  1.08191654","  0.41781143","  0.48392787"," -0.06611644",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.72000000",NA," -2.30000000","  3.10000000"," 23.70000000"," 17.50000000",NA,NA,NA,"181.36828976","  0.61112404"," -4.46428571",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA," -2.72727271","  0.00000000",NA,NA," -2.39735180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.27000000",NA,NA,NA,NA,NA,"100.28699063",NA,"  8.68887877"," 99.78891965"," 99.80822342",NA,NA,NA,NA,"  0.99009901",NA,"  3.92469369",NA,NA," -1.07033639","  0.43297853","  0.52262729"," -0.08964876",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.7200000",NA," -2.3000000","  4.1000000"," 22.7000000"," 18.5000000",NA,NA,NA,"181.6501872","  0.6102778"," -2.8037383",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  0.0000000",NA,NA,"  0.8024364",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.2300000",NA,NA,NA,NA,NA,"100.3852002",NA,"  8.6888788"," 99.9528518","100.4257839",NA,NA,NA,NA,"  0.0000000",NA," -3.0192658",NA,NA,"  0.0000000","  0.3785454","  0.4957670"," -0.1172216",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.390000000",NA," -0.300000000","  3.100000000"," 24.700000000"," 19.500000000",NA,NA,NA,"181.590787390","  0.611124042","  4.807692307",NA,NA,NA,NA,NA,NA,NA,"  2.857142841",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.869158882","  2.857142856",NA,NA,"  0.992700815",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.230000000",NA,NA,NA,NA,NA,"100.470662040",NA,"  8.917180067","100.076958735","100.893086233",NA,NA,NA,NA,"  0.000000000",NA,"  1.215655268",NA,NA,"  2.627511592","  0.447971791","  0.454902048"," -0.006930257",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.72000000",NA,"  0.70000000","  2.10000000"," 27.70000000"," 20.50000000",NA,NA,NA,"181.40755405","  0.61146121"," -0.91743119",NA,NA,NA,NA,NA,NA,NA,"  0.92592593",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.92592593",NA,NA,"  0.20019366",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.41000000",NA,NA,NA,NA,NA,"100.50251770",NA,"  8.78288519","100.16723815","101.21881143",NA,NA,NA,NA,"  0.00000000",NA," -0.62493897",NA,NA," -1.50602410","  0.48422052","  0.57218493"," -0.08796441",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.3900000",NA,"  2.7000000","  5.1000000"," 25.7000000"," 21.5000000",NA,NA,NA,"181.3033527","  0.6119725","  0.0000000",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  0.0000000",NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.5900000",NA,NA,NA,NA,NA,"100.4446323",NA,"  8.6888788","100.2372845","101.4200969",NA,NA,NA,NA,"  1.9607843",NA,"  1.1791294",NA,NA," -1.0703364","  0.4456278","  0.5516901"," -0.1060622",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1963M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.0600000",NA,"  2.7000000","  6.1000000"," 23.7000000"," 23.5000000",NA,NA,NA,"181.3033527","  0.6121422","  1.8518518",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.9174312","  0.0000000",NA,NA,"  0.7152318",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.7000000",NA,NA,NA,NA,NA,"100.3245105",NA,"  8.7828852","100.3100901","101.5172551",NA,NA,NA,NA," -0.9615385",NA,"  1.1265417",NA,NA,"  1.0819165","  0.3903755","  0.5133744"," -0.1229988",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.0600000",NA,"  1.7000000","  9.1000000"," 19.7000000"," 24.5000000",NA,NA,NA,"181.3813779","  0.6112937","  2.7272727",NA,NA,NA,NA,NA,NA,NA,"  0.9174312",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.8181818","  0.9174312",NA,NA,"  1.6186801",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.8300000",NA,NA,NA,NA,NA,"100.2013576",NA,"  9.1454814","100.3971596","101.5370130",NA,NA,NA,NA,"  3.8834951",NA,"  4.0142130",NA,NA,"  4.1284404","  0.4543171","  0.5919722"," -0.1376550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.0600000",NA,"  1.7000000","  7.1000000"," 21.7000000"," 22.5000000",NA,NA,NA,"181.5122588","  0.6109544","  0.0000000",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  0.0000000",NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.8200000",NA,NA,NA,NA,NA,"100.1386071",NA,"  9.0111865","100.4991144","101.5062488",NA,NA,NA,NA,"  0.9345794",NA,"  0.1938879",NA,NA," -1.4684288","  0.4476109","  0.5713002"," -0.1236893",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.0600000",NA,"  1.7000000","  9.1000000"," 22.7000000"," 21.5000000",NA,NA,NA,"181.5253469","  0.6111240","  0.8849557",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.8928571","  0.0000000",NA,NA,"  0.9550477",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.8800000",NA,NA,NA,NA,NA,"100.1377442",NA,"  9.0246160","100.6046024","101.4511505",NA,NA,NA,NA,"  1.8518519",NA,"  2.4880206",NA,NA,"  0.1490313","  0.4414778","  0.5515700"," -0.1100922",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.0600000",NA," -0.3000000","  8.1000000"," 21.7000000"," 23.5000000",NA,NA,NA,"181.6567313","  0.6101081","  7.0175439",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.4247788","  0.0000000",NA,NA,"  3.9687141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.9000000",NA,NA,NA,NA,NA,"100.1845438",NA,"  9.2260583","100.7006992","101.3999115",NA,NA,NA,NA," -1.8181818",NA," -2.5624888",NA,NA,"  2.2321429","  0.4802310","  0.6417859"," -0.1615549",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," 10.3900000",NA," -1.3000000","  7.1000000"," 22.7000000"," 24.5000000",NA,NA,NA,"181.8535561","  0.6097710"," -4.0983607",NA,NA,NA,NA,NA,NA,NA," -2.7272727",NA,NA,NA,NA,NA,NA,NA,NA,NA," -2.5423729"," -2.7272727",NA,NA," -2.0671858",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  4.9300000",NA,NA,NA,NA,NA,"100.2714004",NA,"  9.3469237","100.7703851","101.3766327",NA,NA,NA,NA,"  2.7777778",NA,"  1.5502445",NA,NA,"  1.3100437","  0.4559056","  0.5627541"," -0.1068485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  9.0600000",NA,"  0.7000000","  5.1000000"," 22.7000000"," 24.5000000",NA,NA,NA,"182.2089482","  0.6080873"," -0.8547008",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  0.0000000",NA,NA,"  0.2492483",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.0100000",NA,NA,NA,NA,NA,"100.3773084",NA,"  9.1857698","100.8057784","101.3949581",NA,NA,NA,NA," -2.7027027",NA," -0.2271695",NA,NA," -1.7241379","  0.4909314","  0.6274087"," -0.1364773",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  8.0600000",NA,"  2.7000000","  3.1000000"," 23.7000000"," 19.5000000",NA,NA,NA,"182.0111166","  0.6099384"," -0.8620690",NA,NA,NA,NA,NA,NA,NA,"  0.9345794",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.0000000","  0.9345794",NA,NA,"  0.1894406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.3200000",NA,NA,NA,NA,NA,"100.4838776",NA,"  9.0514749","100.8150598","101.4496453",NA,NA,NA,NA,"  0.9259259",NA," -0.2732240",NA,NA," -1.4619883","  0.4842742","  0.6363878"," -0.1521135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.73000000",NA,"  3.70000000","  2.10000000"," 24.70000000"," 19.50000000",NA,NA,NA,"181.89936442","  0.60977096","  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.86956524","  0.00000000",NA,NA,"  1.17320385",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.38000000",NA,NA,NA,NA,NA,"100.57050993",NA,"  9.02461597","100.81150740","101.52871052",NA,NA,NA,NA,"  0.00000000",NA," -0.05479452",NA,NA," -0.29673591","  0.40597758","  0.50006919"," -0.09409160",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6.730000e+00",NA,"2.700000e+00","1.100000e+00","2.170000e+01","1.650000e+01",NA,NA,NA,"1.816502e+02","6.107847e-01","8.695652e-01",NA,NA,NA,NA,NA,NA,NA,"1.851852e+00",NA,NA,NA,NA,NA,NA,NA,NA,NA,"8.620690e-01","1.851852e+00",NA,NA,"7.975364e-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.130000e+00",NA,NA,NA,NA,NA,"1.006290e+02",NA,"9.252917e+00","1.008019e+02","1.016227e+02",NA,NA,NA,NA,"9.174312e-01",NA,"1.224415e+00",NA,NA,"2.529762e+00","5.628299e-01","5.606130e-01","2.216957e-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.40000000",NA,"  1.70000000","  1.10000000"," 22.70000000"," 17.50000000",NA,NA,NA,"181.25754433","  0.61248153"," -0.86206899",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA," -0.85470084","  0.00000000",NA,NA," -0.90708419",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.20000000",NA,NA,NA,NA,NA,"100.67941806",NA,"  9.21262880","100.78616308","101.73192639",NA,NA,NA,NA,"  1.81818182",NA,"  2.44628994",NA,NA," -0.43541364","  0.55516212","  0.63125738"," -0.07609526",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  7.07000000",NA,"  1.70000000","  0.10000000"," 22.70000000"," 12.50000000",NA,NA,NA,"180.91876400","  0.61350405","  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.00000000",NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.32000000",NA,NA,NA,NA,NA,"100.71049912",NA,"  9.07833392","100.75062782","101.85411643",NA,NA,NA,NA,"  0.89285714",NA," -0.36126531",NA,NA," -1.45772595","  0.50890090","  0.57067017"," -0.06176927",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1964M12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.74000000",NA,"  2.70000000"," -1.90000000"," 24.70000000"," 14.50000000",NA,NA,NA,"180.87345905","  0.61350405","  0.00000000",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.00000000","  0.00000000",NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.35000000",NA,NA,NA,NA,NA,"100.69797896",NA,"  8.95746853","100.67854972","101.97055330",NA,NA,NA,NA,"  0.00000000",NA,"  2.14007782",NA,NA," -1.33136095","  0.54214721","  0.63760743"," -0.09546021",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  6.07000000",NA,"  2.70000000"," -2.90000000"," 23.70000000"," 17.50000000",NA,NA,NA,"180.89913186","  0.61333436","  2.08000002",NA,NA,NA,NA,NA,NA,NA,"  0.57727271",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.52586207","  0.57727273",NA,NA,"  0.08366329",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.16000000",NA,NA,NA,NA,NA,"100.60517732",NA,"  9.07833392","100.55471632","102.03135061",NA,NA,NA,NA,"  1.76991150",NA," -0.30303030",NA,NA,"  1.34932534","  0.47973776","  0.55793167"," -0.07819392",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.40000000",NA,"  3.70000000"," -3.90000000"," 23.70000000"," 22.50000000",NA,NA,NA,"180.91221995","  0.61299279"," -0.79051383",NA,NA,NA,NA,NA,NA,NA,"  0.09852216",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.39447731","  0.09852217",NA,NA,"  0.75492242",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.07000000",NA,NA,NA,NA,NA,"100.42547240",NA,"  9.14548136","100.37571387","101.98374340",NA,NA,NA,NA," -0.86956522",NA," -0.34737299",NA,NA,"  0.73964497","  0.49194605","  0.56790831"," -0.07596226",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  3.73000000",NA,"  3.70000000"," -5.90000000"," 20.70000000"," 19.50000000",NA,NA,NA,"181.20519195","  0.61214216","  0.69721115",NA,NA,NA,NA,NA,NA,NA,"  0.09842519",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.58939096","  0.09842520",NA,NA,"  0.59033194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.12000000",NA,NA,NA,NA,NA,"100.17215697",NA,"  8.95746853","100.14988684","101.80412217",NA,NA,NA,NA," -0.87719298",NA," -0.13071895",NA,NA," -2.05580029","  0.53393190","  0.63421776"," -0.10028586",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  1.4000000",NA,"  9.7000000"," -6.9000000"," 20.7000000"," 18.5000000",NA,NA,NA,"181.2051919","  0.6118028","  0.9891197",NA,NA,NA,NA,NA,NA,NA,"  0.0000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.7812500","  0.0000000",NA,NA,"  0.7721439",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.2100000",NA,NA,NA,NA,NA," 99.8939634",NA,"  8.6485903"," 99.9066809","101.5368750",NA,NA,NA,NA,"  0.0000000",NA," -0.6631763",NA,NA," -3.4482759","  0.5083743","  0.6158829"," -0.1075087",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -1.93000000",NA," 13.70000000"," -9.90000000"," 17.70000000"," 14.50000000",NA,NA,NA,"181.28372052","  0.61112404","  1.37120470",NA,NA,NA,NA,NA,NA,NA," -3.24483776",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.38759692"," -3.24483776",NA,NA,"  0.33801943",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.39000000",NA,NA,NA,NA,NA," 99.63746128",NA,"  8.66201979"," 99.69256374","101.25296421",NA,NA,NA,NA,"  2.65486726",NA,"  1.74806746",NA,NA,"  0.15527950","  0.50315583","  0.57924010"," -0.07608427",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"X1965M06",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," -2.26000000",NA," 12.70000000"," -9.90000000"," 15.70000000"," 15.50000000",NA,NA,NA,"181.49917072","  0.61163090","  1.06280193",NA,NA,NA,NA,NA,NA,NA,"  0.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"  0.38610038","  0.00000000",NA,NA,"  0.21517954",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"  5.48000000",NA,NA,NA,NA,NA," 99.46958051",NA,"  8.25913515"," 99.54848090","101.01514311",NA,NA,NA,NA," -0.86206897",NA," -0.06043339",NA,NA," -4.65116279","  0.55525509","  0.61904564"," -0.06379055",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
